"행정구역","2019년01월_남_총인구수","2019년01월_남_연령구간인구수","2019년01월_남_0~9세","2019년01월_남_10~19세","2019년01월_남_20~29세","2019년01월_남_30~39세","2019년01월_남_40~49세","2019년01월_남_50~59세","2019년01월_남_60~69세","2019년01월_남_70~79세","2019년01월_남_80~89세","2019년01월_남_90~99세","2019년01월_남_100세 이상","2019년01월_여_총인구수","2019년01월_여_연령구간인구수","2019년01월_여_0~9세","2019년01월_여_10~19세","2019년01월_여_20~29세","2019년01월_여_30~39세","2019년01월_여_40~49세","2019년01월_여_50~59세","2019년01월_여_60~69세","2019년01월_여_70~79세","2019년01월_여_80~89세","2019년01월_여_90~99세","2019년01월_여_100세 이상"
"경상남도 창원시 진해구 웅동1동(4812964000)","3,490","3,490","362","376","358","439","659","589","432","198","68","9","0","3,338","3,338","328","396","272","407","552","537","416","240","159","31","0"
"경상남도 창원시 진해구 웅동2동(4812965000)","20,093","20,093","2,378","2,586","2,096","3,690","4,591","2,624","1,364","626","132","6","0","17,476","17,476","2,317","2,397","1,621","3,109","3,607","2,021","1,422","664","270","47","1"
"경상남도 진주시 (4817000000)","171,366","171,366","15,705","19,714","24,556","21,930","27,887","28,008","19,642","10,387","3,246","271","20","174,723","174,723","14,300","17,678","20,006","21,468","28,260","28,838","21,239","13,913","7,774","1,187","60"
"경상남도 진주시 문산읍(4817025000)","4,374","4,374","406","380","529","518","628","799","657","332","115","9","1","4,260","4,260","338","353","369","512","549","709","588","471","316","50","5"
"경상남도 진주시 내동면(4817031000)","2,153","2,153","230","266","222","235","373","336","289","148","51","2","1","2,181","2,181","217","259","203","258","368","311","244","175","126","18","2"
"경상남도 진주시 정촌면(4817032000)","2,125","2,125","172","126","272","338","289","372","326","178","50","2","0","2,041","2,041","184","122","186","294","229","332","285","219","158","28","4"
"경상남도 진주시 금곡면(4817033000)","1,146","1,146","37","76","112","83","149","238","207","159","82","3","0","1,244","1,244","23","67","80","65","83","193","239","259","198","36","1"
"경상남도 진주시 진성면(4817035000)","1,003","1,003","20","43","98","80","113","217","230","118","78","6","0","1,046","1,046","19","42","85","59","81","184","205","191","161","16","3"
"경상남도 진주시 일반성면(4817036000)","1,359","1,359","64","117","150","119","197","264","247","138","56","6","1","1,454","1,454","69","102","96","128","147","252","234","231","174","21","0"
"경상남도 진주시 이반성면(4817037000)","802","802","17","41","51","46","80","186","193","110","71","7","0","840","840","11","20","35","30","49","132","172","199","168","24","0"
"경상남도 진주시 사봉면(4817038000)","784","784","24","31","50","63","121","130","177","126","57","5","0","794","794","19","25","41","39","48","113","173","171","153","12","0"
"경상남도 진주시 지수면(4817039000)","782","782","21","43","73","67","107","161","130","133","42","5","0","792","792","31","40","46","39","63","120","144","134","144","30","1"
"경상남도 진주시 대곡면(4817040000)","1,705","1,705","52","93","180","112","215","344","328","251","115","15","0","1,759","1,759","41","85","106","87","137","273","319","381","283","46","1"
"경상남도 진주시 금산면(4817041000)","11,169","11,169","1,404","1,649","1,296","1,437","2,070","1,627","1,026","494","158","8","0","11,223","11,223","1,309","1,472","1,024","1,540","2,160","1,620","1,047","621","376","53","1"
"경상남도 진주시 집현면(4817042000)","2,544","2,544","163","255","268","251","434","467","391","226","86","3","0","2,527","2,527","180","224","202","241","348","384","363","338","217","29","1"
"경상남도 진주시 미천면(4817043000)","831","831","16","44","57","45","93","183","193","133","58","9","0","888","888","17","24","49","25","57","134","157","221","176","27","1"
"경상남도 진주시 명석면(4817044000)","2,169","2,169","91","136","246","163","281","449","469","233","97","3","1","2,213","2,213","98","124","195","144","219","410","430","337","221","35","0"
"경상남도 진주시 대평면(4817045000)","558","558","13","30","62","38","74","112","121","81","21","6","0","608","608","19","24","57","32","51","103","105","105","91","19","2"
"경상남도 진주시 수곡면(4817046000)","1,151","1,151","43","78","75","67","178","259","223","159","64","5","0","1,208","1,208","29","61","80","63","90","217","208","248","190","21","1"
"경상남도 진주시 천전동(4817051500)","14,862","14,862","1,040","1,681","2,488","1,726","2,318","2,309","1,733","1,189","334","40","4","15,142","15,142","977","1,366","1,982","1,543","2,391","2,485","2,077","1,498","712","104","7"
"경상남도 진주시 성북동(4817055500)","5,713","5,713","346","470","795","830","922","901","822","475","136","15","1","5,914","5,914","298","423","714","737","862","1,000","961","583","279","51","6"
"경상남도 진주시 중앙동(4817056500)","6,024","6,024","258","441","746","648","903","1,096","1,060","683","170","16","3","6,330","6,330","214","363","580","467","728","1,165","1,326","984","425","65","13"
"경상남도 진주시 상봉동(4817059500)","7,595","7,595","449","684","1,109","880","1,214","1,346","1,084","626","192","11","0","7,927","7,927","351","612","1,046","763","1,095","1,461","1,284","829","419","66","1"
"경상남도 진주시 상대동(4817067300)","10,790","10,790","718","1,034","1,766","1,387","1,649","1,868","1,367","790","199","12","0","10,916","10,916","655","935","1,464","1,258","1,674","2,089","1,575","874","333","59","0"
"경상남도 진주시 하대동(4817067800)","13,851","13,851","1,018","1,668","2,402","1,768","2,101","2,530","1,582","625","144","11","2","13,649","13,649","864","1,522","1,843","1,423","2,479","2,745","1,574","755","390","52","2"
"경상남도 진주시 상평동(4817068000)","6,465","6,465","482","625","928","923","1,034","1,136","815","413","102","7","0","6,270","6,270","495","632","720","815","931","1,132","882","448","178","35","2"
"경상남도 진주시 초장동(4817069500)","12,225","12,225","1,641","2,136","1,675","1,493","2,292","1,789","794","303","90","8","4","11,840","11,840","1,353","1,663","1,310","1,815","2,530","1,711","785","405","230","37","1"
"경상남도 진주시 평거동(4817071000)","13,920","13,920","1,280","2,150","2,211","1,572","2,361","2,480","1,146","487","220","13","0","14,967","14,967","1,216","1,927","1,953","1,761","2,994","2,531","1,246","792","471","76","0"
"경상남도 진주시 신안동(4817071500)","6,080","6,080","439","679","958","704","876","993","856","429","130","16","0","6,568","6,568","383","633","830","703","946","1,255","968","540","269","41","0"
"경상남도 진주시 이현동(4817072000)","6,571","6,571","485","845","1,026","676","959","1,227","831","415","95","11","1","6,657","6,657","403","677","788","691","1,101","1,300","906","495","255","38","3"
"경상남도 진주시 판문동(4817073000)","10,896","10,896","1,542","1,522","1,336","1,469","2,050","1,628","875","365","100","9","0","11,783","11,783","1,439","1,623","1,167","1,746","2,226","1,645","1,059","547","289","41","1"
"경상남도 진주시 가호동(4817074000)","11,265","11,265","1,095","1,307","2,196","1,742","1,858","1,555","990","416","100","5","1","11,195","11,195","1,003","1,223","1,594","1,547","1,922","1,767","1,150","684","269","35","1"
"경상남도 진주시 충무공동(4817075000)","10,454","10,454","2,139","1,064","1,179","2,450","1,948","1,006","480","152","33","3","0","10,487","10,487","2,045","1,035","1,161","2,643","1,702","1,065","533","178","103","22","0"
"경상남도 통영시 (4822000000)","67,176","67,176","6,010","6,942","6,735","8,806","11,999","11,721","9,007","4,571","1,276","101","8","66,313","66,313","5,767","6,474","5,688","8,031","10,141","11,562","9,334","5,900","2,957","444","15"
"경상남도 통영시 산양읍(4822025000)","2,618","2,618","82","134","226","218","409","581","536","313","110","9","0","2,338","2,338","69","125","157","154","202","451","453","417","268","40","2"
"경상남도 통영시 용남면(4822031000)","6,626","6,626","789","724","629","897","1,255","1,059","736","383","135","18","1","6,645","6,645","759","727","590","928","1,064","1,028","727","508","261","53","0"
"경상남도 통영시 도산면(4822033000)","1,574","1,574","44","78","125","119","215","308","351","237","94","3","0","1,476","1,476","41","64","86","79","111","254","354","280","182","25","0"
"경상남도 통영시 광도면(4822034000)","15,568","15,568","2,318","1,934","1,397","2,708","3,234","2,125","1,228","491","122","11","0","15,216","15,216","2,138","1,833","1,291","2,808","2,803","2,062","1,247","624","350","60","0"
"경상남도 통영시 욕지면(4822035000)","1,152","1,152","26","65","80","100","178","262","235","157","48","1","0","927","927","27","37","57","48","101","180","211","147","100","19","0"
"경상남도 통영시 한산면(4822036000)","1,094","1,094","22","41","59","72","138","228","226","223","76","9","0","1,061","1,061","22","33","40","38","76","149","212","291","179","21","0"
"경상남도 통영시 사량면(4822037000)","753","753","10","28","50","53","90","181","175","124","39","3","0","782","782","14","24","31","27","59","142","163","171","137","12","2"
"경상남도 통영시 도천동(4822051000)","4,824","4,824","253","466","585","528","788","958","757","378","105","5","1","4,835","4,835","282","485","452","414","660","930","783","548","245","33","3"
"경상남도 통영시 명정동(4822053000)","1,663","1,663","60","115","142","145","269","336","341","186","62","7","0","1,661","1,661","78","121","100","113","176","331","326","284","114","18","0"
"경상남도 통영시 중앙동(4822055000)","2,271","2,271","87","142","226","225","368","488","433","223","72","7","0","2,296","2,296","90","146","181","157","253","467","491","356","136","19","0"
"경상남도 통영시 정량동(4822059000)","4,936","4,936","302","389","462","644","875","943","818","414","85","4","0","4,764","4,764","334","351","387","491","621","997","860","501","193","26","3"
"경상남도 통영시 북신동(4822060000)","5,090","5,090","374","513","592","655","794","856","781","412","104","6","3","5,327","5,327","348","464","469","564","757","1,058","984","462","186","34","1"
"경상남도 통영시 미수동(4822066500)","6,012","6,012","629","775","631","741","1,071","1,059","765","282","51","7","1","6,199","6,199","587","725","579","773","1,010","1,130","774","398","198","25","0"
"경상남도 통영시 봉평동(4822067000)","5,801","5,801","321","571","688","720","959","1,154","844","429","105","9","1","5,522","5,522","349","517","503","505","828","1,080","901","549","255","31","4"
"경상남도 통영시 무전동(4822070000)","7,194","7,194","693","967","843","981","1,356","1,183","781","319","68","2","1","7,264","7,264","629","822","765","932","1,420","1,303","848","364","153","28","0"
"경상남도 사천시 (4824000000)","57,308","57,308","4,909","5,597","6,892","7,169","9,850","9,665","7,283","4,267","1,565","106","5","56,432","56,432","4,629","5,186","4,635","6,399","8,510","8,921","7,864","6,008","3,664","593","23"
"경상남도 사천시 사천읍(4824025000)","9,867","9,867","881","1,046","1,506","1,506","1,799","1,612","891","440","178","8","0","9,108","9,108","855","1,039","985","1,226","1,565","1,414","901","629","418","69","7"
"경상남도 사천시 정동면(4824031000)","5,509","5,509","639","714","662","713","1,076","831","481","266","115","12","0","5,527","5,527","618","659","503","768","1,001","749","506","414","265","44","0"
"경상남도 사천시 사남면(4824032000)","8,315","8,315","1,236","1,022","1,019","1,424","1,645","944","568","326","118","13","0","7,667","7,667","1,103","940","578","1,367","1,365","823","645","452","335","58","1"
"경상남도 사천시 용현면(4824033000)","4,090","4,090","405","325","372","592","719","655","578","307","129","8","0","4,141","4,141","454","304","285","544","565","654","576","427","279","51","2"
"경상남도 사천시 축동면(4824034000)","931","931","31","37","95","69","128","216","182","113","56","4","0","842","842","24","26","61","52","74","132","190","137","135","11","0"
"경상남도 사천시 곤양면(4824035000)","1,842","1,842","72","95","202","131","233","373","350","256","118","11","1","1,799","1,799","46","101","108","90","168","292","354","347","253","38","2"
"경상남도 사천시 곤명면(4824036000)","1,497","1,497","54","63","118","113","206","300","329","212","97","5","0","1,509","1,509","37","56","80","69","106","262","318","336","223","21","1"
"경상남도 사천시 서포면(4824037000)","1,802","1,802","39","93","181","108","258","379","368","274","96","5","1","1,858","1,858","37","81","113","72","141","328","379","385","268","54","0"
"경상남도 사천시 동서동(4824051000)","3,334","3,334","144","205","308","361","488","598","658","436","125","11","0","3,495","3,495","114","187","211","253","366","641","770","609","293","49","2"
"경상남도 사천시 선구동(4824052000)","2,792","2,792","164","207","348","312","428","544","429","278","78","4","0","2,843","2,843","137","173","240","262","348","519","554","387","191","31","1"
"경상남도 사천시 동서금동(4824053000)","2,656","2,656","163","200","293","303","429","505","398","275","84","4","2","2,775","2,775","156","182","192","260","373","509","523","373","170","34","3"
"경상남도 사천시 벌용동(4824055000)","7,994","7,994","667","967","1,013","857","1,316","1,469","1,019","516","161","9","0","8,348","8,348","625","882","753","850","1,472","1,486","1,123","750","356","50","1"
"경상남도 사천시 향촌동(4824057000)","3,733","3,733","218","381","448","383","659","713","539","276","109","6","1","3,493","3,493","222","329","303","315","590","608","510","356","220","39","1"
"경상남도 사천시 남양동(4824059500)","2,802","2,802","194","239","316","284","436","501","462","267","97","6","0","2,881","2,881","199","222","218","263","365","481","479","372","237","43","2"
"경상남도 사천시 신수출장소(4824089000)","144","144","2","3","11","13","30","25","31","25","4","0","0","146","146","2","5","5","8","11","23","36","34","21","1","0"
"경상남도 김해시 (4825000000)","270,005","270,005","26,678","34,013","36,930","36,987","49,663","47,622","24,709","10,230","2,941","212","20","264,226","264,226","25,699","31,004","31,441","35,837","50,268","43,685","24,285","14,061","6,963","934","49"
"경상남도 김해시 진영읍(4825025000)","27,966","27,966","3,479","3,116","3,075","4,957","5,437","3,993","2,518","1,058","309","23","1","26,445","26,445","3,411","2,706","2,562","4,587","4,635","3,742","2,596","1,326","763","111","6"
"경상남도 김해시 주촌면(4825032000)","3,595","3,595","312","235","477","733","503","669","448","158","51","9","0","3,167","3,167","344","171","460","583","410","549","307","195","137","11","0"
"경상남도 김해시 진례면(4825033000)","3,844","3,844","168","223","438","367","621","921","662","310","127","7","0","3,275","3,275","131","206","297","298","383","693","562","425","240","38","2"
"경상남도 김해시 한림면(4825034000)","4,525","4,525","141","254","529","435","565","1,083","902","454","149","13","0","3,794","3,794","136","171","308","250","326","804","786","568","391","52","2"
"경상남도 김해시 생림면(4825035000)","2,115","2,115","52","77","238","166","247","525","459","271","73","7","0","1,885","1,885","38","70","154","117","150","418","406","324","182","24","2"
"경상남도 김해시 상동면(4825036000)","1,878","1,878","66","98","210","189","238","473","392","166","42","4","0","1,553","1,553","50","102","140","114","167","331","334","190","105","18","2"
"경상남도 김해시 대동면(4825037000)","3,479","3,479","100","162","338","332","374","756","860","420","124","12","1","3,222","3,222","101","129","243","213","277","659","789","493","264","52","2"
"경상남도 김해시 동상동(4825051000)","5,384","5,384","328","437","785","864","785","1,088","712","310","68","4","3","5,204","5,204","322","417","677","632","773","1,047","709","403","191","31","2"
"경상남도 김해시 회현동(4825052000)","5,214","5,214","397","379","722","766","759","952","744","382","103","9","1","5,095","5,095","374","360","593","697","675","954","740","477","198","25","2"
"경상남도 김해시 부원동(4825053000)","4,949","4,949","326","388","762","651","752","1,044","650","282","84","9","1","4,757","4,757","292","343","636","567","735","999","672","350","143","15","5"
"경상남도 김해시 내외동(4825054000)","38,970","38,970","3,037","4,944","6,961","4,703","6,437","8,197","3,202","1,104","357","26","2","39,150","39,150","2,784","4,571","6,003","4,489","7,483","7,915","3,000","1,845","944","109","7"
"경상남도 김해시 북부동(4825055000)","41,385","41,385","4,485","6,122","5,851","5,351","7,860","7,188","3,057","1,114","337","20","0","41,216","41,216","4,174","5,447","5,074","5,585","8,674","6,563","3,105","1,664","825","103","2"
"경상남도 김해시 칠산서부동(4825056500)","5,282","5,282","341","458","749","661","801","1,105","771","313","81","2","0","4,775","4,775","322","395","590","500","707","976","655","409","198","22","1"
"경상남도 김해시 활천동(4825058000)","22,375","22,375","1,629","2,414","3,707","2,881","3,665","4,638","2,296","894","231","15","5","21,588","21,588","1,582","2,154","3,145","2,478","3,819","4,367","2,215","1,247","505","71","5"
"경상남도 김해시 삼안동(4825059000)","18,935","18,935","1,078","2,085","3,561","2,022","3,017","4,120","2,044","768","230","9","1","18,046","18,046","1,012","1,922","2,806","1,681","3,201","3,879","1,842","1,111","533","57","2"
"경상남도 김해시 불암동(4825060000)","4,169","4,169","357","446","582","517","674","849","478","208","52","4","2","4,072","4,072","321","461","500","459","704","762","483","255","112","12","3"
"경상남도 김해시 장유1동(4825061000)","28,146","28,146","3,370","4,357","3,307","3,866","6,075","4,211","1,800","880","257","20","3","28,447","28,447","3,334","4,077","3,023","4,176","6,186","3,760","2,019","1,236","551","83","2"
"경상남도 김해시 장유2동(4825062000)","19,017","19,017","2,247","2,888","2,269","2,946","4,047","2,771","1,210","509","123","7","0","18,937","18,937","2,198","2,688","2,068","2,937","4,197","2,442","1,334","708","321","44","0"
"경상남도 김해시 장유3동(4825063000)","28,777","28,777","4,765","4,930","2,369","4,580","6,806","3,039","1,504","629","143","12","0","29,598","29,598","4,773","4,614","2,162","5,474","6,766","2,825","1,731","835","360","56","2"
"경상남도 밀양시 (4827000000)","52,136","52,136","3,137","4,511","5,660","5,241","7,226","9,903","9,337","5,048","1,927","143","3","54,506","54,506","3,035","4,101","4,173","4,723","6,425","9,888","9,888","7,164","4,465","613","31"
"경상남도 밀양시 삼랑진읍(4827025000)","2,758","2,758","86","141","227","223","342","582","642","386","120","9","0","2,871","2,871","77","140","179","160","255","537","651","534","290","46","2"
"경상남도 밀양시 삼랑진임천출장소(4827025100)","654","654","14","29","64","49","79","133","143","104","35","4","0","688","688","13","34","58","33","45","116","154","128","96","11","0"
"경상남도 밀양시 하남읍(4827025300)","3,785","3,785","173","271","374","349","491","762","737","437","179","11","1","3,855","3,855","152","233","273","271","339","712","813","604","411","43","4"
"경상남도 밀양시 부북면(4827031000)","2,868","2,868","95","174","278","254","333","604","641","321","159","9","0","2,794","2,794","102","129","171","187","235","519","604","464","326","55","2"
"경상남도 밀양시 상동면(4827032000)","1,492","1,492","31","48","127","110","130","299","429","219","93","6","0","1,638","1,638","38","45","72","76","91","316","443","287","233","37","0"
"경상남도 밀양시 산외면(4827033000)","1,492","1,492","44","76","137","114","175","333","323","214","73","3","0","1,457","1,457","45","70","85","76","128","276","341","247","163","25","1"
"경상남도 밀양시 산내면(4827034000)","2,022","2,022","53","113","156","141","250","393","523","293","93","7","0","1,980","1,980","66","99","89","82","156","402","457","363","239","27","0"
"경상남도 밀양시 단장면(4827035000)","2,157","2,157","44","107","189","158","207","490","566","273","115","8","0","2,225","2,225","40","69","124","116","158","489","562","366","259","40","2"
"경상남도 밀양시 상남면(4827036000)","4,570","4,570","270","364","466","457","668","860","843","460","162","20","0","4,630","4,630","300","315","313","398","530","831","801","673","409","53","7"
"경상남도 밀양시 초동면(4827037000)","1,760","1,760","45","87","130","128","222","326","437","269","109","6","1","1,756","1,756","33","86","79","66","123","311","443","356","233","24","2"
"경상남도 밀양시 무안면(4827038000)","2,574","2,574","84","142","235","172","266","542","584","366","170","13","0","2,736","2,736","66","153","137","144","209","466","598","514","379","69","1"
"경상남도 밀양시 청도면(4827039000)","869","869","17","39","52","47","85","145","247","151","80","6","0","931","931","20","31","30","40","49","168","225","193","159","16","0"
"경상남도 밀양시 내일동(4827051000)","1,524","1,524","39","116","195","134","203","295","287","186","62","6","1","1,576","1,576","58","88","122","107","169","299","337","242","136","15","3"
"경상남도 밀양시 내이동(4827052000)","6,628","6,628","522","649","943","875","1,061","1,216","871","363","115","13","0","6,830","6,830","474","605","719","822","1,025","1,278","998","572","289","45","3"
"경상남도 밀양시 삼문동(4827053000)","10,618","10,618","1,248","1,542","1,308","1,287","1,781","1,667","1,085","509","183","8","0","11,384","11,384","1,163","1,383","1,055","1,450","1,943","1,827","1,292","801","414","54","2"
"경상남도 밀양시 가곡동(4827054000)","3,332","3,332","146","281","359","367","464","679","579","317","129","11","0","3,869","3,869","162","284","327","323","449","711","710","566","300","36","1"
"경상남도 밀양시 교동(4827055000)","3,033","3,033","226","332","420","376","469","577","400","180","50","3","0","3,286","3,286","226","337","340","372","521","630","459","254","129","17","1"
"경상남도 거제시 (4831000000)","130,774","130,774","15,687","15,164","14,076","22,883","25,537","19,717","11,820","4,461","1,315","110","4","119,344","119,344","14,766","13,689","11,680","19,998","21,393","17,823","10,710","5,367","3,355","533","30"
"경상남도 거제시 일운면(4831031000)","3,394","3,394","208","304","337","333","618","696","544","259","86","8","1","3,344","3,344","220","282","288","336","496","646","515","320","211","28","2"
"경상남도 거제시 동부면(4831032000)","1,733","1,733","62","101","174","136","269","355","337","222","70","6","1","1,647","1,647","49","81","130","106","183","330","345","242","162","19","0"
"경상남도 거제시 남부면(4831033000)","831","831","19","42","61","54","110","197","195","102","49","2","0","826","826","17","34","44","42","68","159","185","158","106","13","0"
"경상남도 거제시 거제면(4831034000)","3,761","3,761","247","347","345","417","574","697","633","378","110","12","1","3,846","3,846","222","326","302","358","466","685","602","447","355","77","6"
"경상남도 거제시 둔덕면(4831035000)","1,630","1,630","44","111","155","114","220","345","358","200","76","7","0","1,540","1,540","45","74","111","89","150","317","308","244","168","32","2"
"경상남도 거제시 사등면(4831036000)","6,443","6,443","855","520","572","1,166","1,175","1,019","689","353","90","4","0","5,983","5,983","850","509","457","1,075","896","863","650","424","227","31","1"
"경상남도 거제시 사등면가조출장소(4831036600)","615","615","34","39","47","58","82","137","144","56","16","2","0","580","580","22","33","44","37","53","118","123","96","48","6","0"
"경상남도 거제시 연초면(4831037000)","4,860","4,860","342","408","538","671","928","964","638","272","93","6","0","3,997","3,997","311","363","367","463","621","775","544","286","225","41","1"
"경상남도 거제시 하청면(4831038000)","2,098","2,098","152","184","208","240","344","379","341","177","69","4","0","1,915","1,915","139","135","172","191","219","343","322","202","163","28","1"
"경상남도 거제시 하청면칠천출장소(4831038500)","583","583","15","27","39","38","81","126","140","83","30","4","0","575","575","15","17","37","33","41","105","126","103","88","10","0"
"경상남도 거제시 장목면(4831039000)","1,665","1,665","48","87","140","131","268","358","325","206","98","4","0","1,669","1,669","35","76","115","87","169","300","343","294","210","40","0"
"경상남도 거제시 장목면외포출장소(4831039500)","732","732","28","37","47","71","124","145","159","89","29","3","0","698","698","25","38","40","49","65","128","142","120","77","14","0"
"경상남도 거제시 장승포동(4831051000)","3,929","3,929","291","386","464","595","850","744","413","143","39","4","0","3,116","3,116","281","325","338","358","540","587","354","193","119","15","6"
"경상남도 거제시 능포동(4831053000)","5,616","5,616","393","613","693","707","1,068","1,099","722","256","58","6","1","4,802","4,802","354","546","517","525","817","991","608","281","145","16","2"
"경상남도 거제시 아주동(4831054000)","14,833","14,833","2,636","1,622","1,429","3,799","3,035","1,488","618","162","39","5","0","12,716","12,716","2,412","1,538","1,122","3,187","2,298","1,271","533","202","137","15","1"
"경상남도 거제시 옥포1동(4831055000)","3,843","3,843","347","364","512","654","691","679","450","118","27","1","0","3,385","3,385","314","297","366","530","589","675","406","126","72","10","0"
"경상남도 거제시 옥포2동(4831056000)","14,250","14,250","1,557","1,768","1,712","2,316","2,609","2,386","1,462","365","72","3","0","13,171","13,171","1,489","1,495","1,497","2,019","2,434","2,388","1,222","384","201","39","3"
"경상남도 거제시 장평동(4831057000)","11,724","11,724","965","1,339","1,723","2,313","2,534","1,881","744","183","38","4","0","9,277","9,277","883","1,243","1,264","1,356","1,948","1,597","652","199","107","28","0"
"경상남도 거제시 고현동(4831058000)","19,108","19,108","2,210","2,497","2,244","3,282","3,675","2,962","1,647","469","108","14","0","18,181","18,181","2,110","2,205","2,024","2,967","3,504","2,956","1,551","558","271","33","2"
"경상남도 거제시 상문동(4831059000)","17,497","17,497","3,298","2,390","1,584","3,858","3,647","1,720","720","207","68","5","0","16,880","16,880","3,175","2,282","1,506","3,994","3,284","1,506","682","283","149","18","1"
"경상남도 거제시 수양동(4831060000)","11,629","11,629","1,936","1,978","1,052","1,930","2,635","1,340","541","161","50","6","0","11,196","11,196","1,798","1,790","939","2,196","2,552","1,083","497","205","114","20","2"
"경상남도 양산시 (4833000000)","175,500","175,500","19,073","18,074","22,340","27,634","30,440","28,900","18,070","8,331","2,440","191","7","173,765","173,765","18,187","17,001","19,374","26,498","29,591","28,088","18,616","10,769","4,883","716","42"
"경상남도 양산시 물금읍(4833025300)","57,514","57,514","8,449","6,071","7,210","11,211","10,111","7,821","4,442","1,730","433","36","0","58,393","58,393","8,044","5,799","7,068","11,462","10,122","8,051","4,552","2,127","1,012","151","5"
"경상남도 양산시 동면(4833031000)","17,918","17,918","2,737","1,347","1,907","3,829","3,065","2,376","1,707","764","172","14","0","17,499","17,499","2,557","1,311","1,723","3,721","2,652","2,455","1,806","844","359","70","1"
"경상남도 양산시 원동면(4833032000)","1,754","1,754","48","63","109","152","186","367","450","284","87","8","0","1,664","1,664","45","58","82","83","116","324","421","323","180","30","2"
"경상남도 양산시 상북면(4833033000)","7,010","7,010","330","510","898","746","1,074","1,523","1,167","572","168","20","2","6,765","6,765","356","513","634","581","903","1,485","1,107","784","344","54","4"
"경상남도 양산시 하북면(4833034000)","4,676","4,676","119","338","627","390","601","1,127","919","399","134","22","0","4,245","4,245","118","302","422","285","553","956","782","459","296","66","6"
"경상남도 양산시 중앙동(4833051000)","5,753","5,753","185","417","831","705","814","1,251","1,017","402","121","9","1","5,053","5,053","166","301","555","489","642","1,169","960","491","245","27","8"
"경상남도 양산시 양주동(4833051500)","16,914","16,914","1,614","2,477","2,473","1,896","3,167","2,921","1,357","758","234","16","1","17,982","17,982","1,577","2,262","2,250","2,148","3,654","2,954","1,617","1,051","424","45","0"
"경상남도 양산시 삼성동(4833052000)","11,776","11,776","790","1,119","1,961","1,832","1,925","2,322","1,279","420","117","9","2","10,636","10,636","772","969","1,398","1,354","1,821","2,222","1,155","613","289","42","1"
"경상남도 양산시 강서동(4833053000)","4,620","4,620","449","510","564","639","888","783","519","208","57","3","0","4,506","4,506","425","595","455","554","813","716","493","278","155","21","1"
"경상남도 양산시 서창동(4833054000)","15,970","15,970","1,615","1,845","2,006","2,263","3,067","2,705","1,568","707","180","14","0","14,889","14,889","1,507","1,734","1,566","2,030","2,767","2,326","1,620","909","353","66","11"
"경상남도 양산시 소주동(4833055000)","10,058","10,058","815","954","1,263","1,329","1,707","1,998","1,196","585","198","13","0","10,103","10,103","810","882","1,095","1,248","1,710","1,801","1,260","857","402","37","1"
"경상남도 양산시 평산동(4833056000)","15,648","15,648","1,484","1,843","1,753","1,950","2,916","2,561","1,668","1,062","387","23","1","16,219","16,219","1,408","1,757","1,519","1,916","2,922","2,530","2,041","1,458","595","71","2"
"경상남도 양산시 덕계동(4833057000)","5,889","5,889","438","580","738","692","919","1,145","781","440","152","4","0","5,811","5,811","402","518","607","627","916","1,099","802","575","229","36","0"
"경상남도 의령군 (4872000000)","13,390","13,390","670","942","1,222","1,089","1,825","2,617","2,500","1,622","824","79","0","14,188","14,188","587","800","983","968","1,310","2,258","2,381","2,567","2,048","276","10"
"경상남도 의령군 의령읍(4872025000)","4,703","4,703","426","506","531","489","846","799","618","346","129","13","0","4,836","4,836","355","449","449","565","696","738","679","514","345","43","3"
"경상남도 의령군 가례면(4872031000)","871","871","17","44","59","74","102","188","204","108","68","7","0","894","894","22","33","47","50","63","148","165","174","165","26","1"
"경상남도 의령군 칠곡면(4872032000)","564","564","19","24","44","43","53","122","126","82","45","6","0","604","604","13","22","34","26","28","121","117","127","100","16","0"
"경상남도 의령군 대의면(4872033000)","505","505","16","23","51","31","46","95","120","82","36","5","0","556","556","20","10","34","24","33","80","99","124","118","12","2"
"경상남도 의령군 화정면(4872034000)","782","782","21","43","83","38","90","174","162","103","64","4","0","840","840","19","33","65","45","64","133","141","190","135","15","0"
"경상남도 의령군 용덕면(4872035000)","799","799","20","36","63","69","96","183","179","87","59","7","0","872","872","24","38","71","34","65","156","148","162","152","21","1"
"경상남도 의령군 정곡면(4872036000)","704","704","22","25","50","41","82","142","164","113","57","8","0","766","766","15","28","42","27","52","116","148","180","143","15","0"
"경상남도 의령군 지정면(4872037000)","959","959","22","36","81","60","104","195","223","167","64","7","0","945","945","19","31","57","58","54","165","197","201","143","20","0"
"경상남도 의령군 낙서면(4872038000)","374","374","11","24","20","23","35","69","93","57","38","4","0","433","433","6","14","16","17","22","61","90","104","88","15","0"
"경상남도 의령군 부림면(4872039000)","1,454","1,454","59","107","143","108","203","299","253","201","78","3","0","1,584","1,584","57","91","99","66","141","264","280","329","220","36","1"
"경상남도 의령군 봉수면(4872040000)","534","534","16","31","28","47","56","100","122","81","49","4","0","517","517","10","16","19","16","29","72","87","133","120","15","0"
"경상남도 의령군 궁류면(4872041500)","568","568","10","28","35","31","51","119","115","106","69","4","0","671","671","12","16","22","26","29","102","113","172","159","19","1"
"경상남도 의령군 유곡면(4872042000)","573","573","11","15","34","35","61","132","121","89","68","7","0","670","670","15","19","28","14","34","102","117","157","160","23","1"
